movieId,Title,bag_of_words
48,Pocahontas,"joebaker christianbale irenebedard billyconnolly mikegabriel,ericgoldberg A n i m a t i o n   C h i l d r e n   D r a m a   M u s i c a l   R o m a n c e"
135,Down Periscope,kelseygrammer laurenholly robschneider harrydeanstanton davids.ward C o m e d y
1089,Reservoir Dogs,harveykeitel timroth michaelmadsen chrispenn quentintarantino C r i m e   M y s t e r y   T h r i l l e r
71282,"Food, Inc.",ericschlosser richardlobb vinceedwards carolemorison robertkenner D o c u m e n t a r y
24,Powder,marysteenburgen seanpatrickflanery lancehenriksen jeffgoldblum victorsalva D r a m a   S c i - F i
339,While You Were Sleeping,sandrabullock billpullman petergallagher peterboyle jonturteltaub C o m e d y   R o m a n c e
330,Tales from the Hood,clarencewilliamsiii joetorry de'aundrebonds samuelmonroejr. rustycundieff A c t i o n   C r i m e   H o r r o r
370,Naked Gun 33 1/3: The Final Insult,leslienielsen priscillapresley georgekennedy o.j.simpson petersegal A c t i o n   C o m e d y
736,Twister,helenhunt billpaxton caryelwes jamigertz jandebont A c t i o n   A d v e n t u r e   R o m a n c e   T h r i l l e r
333,Tommy Boy,chrisfarley davidspade briandennehy boderek petersegal C o m e d y
30749,Hotel Rwanda,doncheadle xolanimali desmonddube hakeemkae-kazim terrygeorge D r a m a   W a r
3996,"Crouching Tiger, Hidden Dragon",yun-fatchow michelleyeoh ziyizhang chenchang anglee A c t i o n   D r a m a   R o m a n c e
21,Get Shorty,johntravolta genehackman renerusso dannydevito barrysonnenfeld C o m e d y   C r i m e   T h r i l l e r
51662,300,gerardbutler lenaheadey dominicwest davidwenham zacksnyder A c t i o n   F a n t a s y   W a r   I M A X
6287,Anger Management,adamsandler jacknicholson marisatomei luisguzmán petersegal C o m e d y
4878,Donnie Darko,jakegyllenhaal holmesosborne maggiegyllenhaal daveighchase richardkelly D r a m a   M y s t e r y   S c i - F i   T h r i l l e r
98961,Zero Dark Thirty,jasonclarke redakateb jessicachastain kylechandler kathrynbigelow A c t i o n   D r a m a   T h r i l l e r
4874,K-PAX,kevinspacey jeffbridges marymccormack alfrewoodard iainsoftley D r a m a   F a n t a s y   M y s t e r y   S c i - F i
41,Richard III,christopherbowen edwardjewesbury ianmckellen billpaterson richardloncraine D r a m a   W a r
1537,Shall We Dance?,kôjiyakusho tamiyokusakari naototakenaka eriwatanabe masayukisuo C o m e d y   D r a m a   R o m a n c e
48394,Pan's Labyrinth,ivanabaquero sergilópez maribelverdú dougjones guillermodeltoro D r a m a   F a n t a s y   T h r i l l e r
2723,Mystery Men,hankazaria janeanegarofalo williamh.macy kelmitchell kinkausher A c t i o n   C o m e d y   F a n t a s y
3897,Almost Famous,billycrudup francesmcdormand katehudson jasonlee cameroncrowe D r a m a
663,Kids in the Hall: Brain Candy,davefoley brucemcculloch kevinmcdonald markmckinney kellymakin C o m e d y
87232,X-Men: First Class,jamesmcavoy laurencebelcher michaelfassbender billmilner matthewvaughn A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r   W a r
2713,Lake Placid,billpullman bridgetfonda oliverplatt brendangleeson steveminer H o r r o r   T h r i l l e r
72701,Planet 51,"dwaynejohnson jessicabiel justinlong garyoldman jorgeblanco,javierabad(co-director),marcosmartínez(co-director) A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   S c i - F i"
96079,Skyfall,danielcraig judidench javierbardem ralphfiennes sammendes A c t i o n   A d v e n t u r e   T h r i l l e r   I M A X
2707,Arlington Road,jeffbridges timrobbins joancusack hopedavis markpellington T h r i l l e r
892,Twelfth Night,alecmccowen roberthardy felicitykendal annettecrosbie johngorrie C o m e d y   D r a m a   R o m a n c e
76251,Kick-Ass,aarontaylor-johnson garrettm.brown evanpeters deborahtwiss matthewvaughn A c t i o n   C o m e d y
71248,Extract,jasonbateman milakunis kristenwiig benaffleck mikejudge C o m e d y
81591,Black Swan,natalieportman milakunis vincentcassel barbarahershey darrenaronofsky D r a m a   T h r i l l e r
1586,G.I. Jane,demimoore viggomortensen annebancroft jasonbeghe ridleyscott A c t i o n   D r a m a
3253,Wayne's World,mikemyers danacarvey roblowe tiacarrere penelopespheeris C o m e d y
122904,Deadpool,ryanreynolds karansoni edskrein michaelbenyaer timmiller A c t i o n   A d v e n t u r e   C o m e d y   S c i - F i
180,Mallrats,shannendoherty jeremylondon jasonlee claireforlani kevinsmith C o m e d y   R o m a n c e
329,Star Trek: Generations,patrickstewart jonathanfrakes brentspiner levarburton davidcarson A d v e n t u r e   D r a m a   S c i - F i
96861,Taken 2,liamneeson maggiegrace famkejanssen lelandorser oliviermegaton A c t i o n   C r i m e   D r a m a   T h r i l l e r
139385,The Revenant,leonardodicaprio tomhardy domhnallgleeson willpoulter alejandrog.iñárritu A d v e n t u r e   D r a m a
2890,Three Kings,georgeclooney markwahlberg icecube spikejonze davido.russell A c t i o n   A d v e n t u r e   C o m e d y   D r a m a   W a r
372,Reality Bites,winonaryder ethanhawke janeanegarofalo stevezahn benstiller C o m e d y   D r a m a   R o m a n c e
64716,Seven Pounds,willsmith rosariodawson woodyharrelson michaelealy gabrielemuccino D r a m a
79132,Inception,leonardodicaprio josephgordon-levitt ellenpage tomhardy christophernolan A c t i o n   C r i m e   D r a m a   M y s t e r y   S c i - F i   T h r i l l e r   I M A X
1147,When We Were Kings,muhammadali georgeforeman donking jamesbrown leongast D o c u m e n t a r y
194,Smoke,giancarloesposito josézúñiga stephengevedon harveykeitel waynewang C o m e d y   D r a m a
45431,Over the Hedge,"brucewillis garryshandling stevecarell wandasykes timjohnson,kareykirkpatrick A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y"
1914,Smoke Signals,adambeach evanadams irenebedard garyfarmer chriseyre C o m e d y   D r a m a
3105,Awakenings,robertdeniro robinwilliams juliekavner ruthnelson pennymarshall D r a m a   M y s t e r y
58025,Jumper,haydenchristensen jamiebell rachelbilson dianelane dougliman A c t i o n   A d v e n t u r e   D r a m a   S c i - F i   T h r i l l e r
338,Virtuosity,denzelwashington kellylynch russellcrowe stephenspinella brettleonard A c t i o n   S c i - F i   T h r i l l e r
247,Heavenly Creatures,melanielynskey katewinslet sarahpeirse dianakent peterjackson C r i m e   D r a m a
151,Rob Roy,liamneeson jessicalange johnhurt timroth michaelcaton-jones A c t i o n   D r a m a   R o m a n c e   W a r
3081,Sleepy Hollow,johnnydepp christinaricci mirandarichardson michaelgambon timburton F a n t a s y   H o r r o r   M y s t e r y   R o m a n c e
3988,How the Grinch Stole Christmas,jimcarrey taylormomsen kelley jeffreytambor ronhoward C h i l d r e n   C o m e d y   F a n t a s y
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,sachabaroncohen kendavitian luenell chester larrycharles C o m e d y
4015,"Dude, Where's My Car?",ashtonkutcher seannwilliamscott jennifergarner marlasokoloff dannyleiner C o m e d y   S c i - F i
1591,Spawn,michaeljaiwhite johnleguizamo martinsheen theresarandle marka.z.dippé A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r
2501,October Sky,jakegyllenhaal chriscooper lauradern chrisowen joejohnston D r a m a
3623,Mission: Impossible II,tomcruise dougrayscott thandienewton vingrhames johnwoo A c t i o n   A d v e n t u r e   T h r i l l e r
150,Apollo 13,tomhanks billpaxton kevinbacon garysinise ronhoward A d v e n t u r e   D r a m a   I M A X
1639,Chasing Amy,ethansuplee benaffleck scottmosier jasonlee kevinsmith C o m e d y   D r a m a   R o m a n c e
6564,Lara Croft Tomb Raider: The Cradle of Life,angelinajolie gerardbutler ciaránhinds chrisbarrie jandebont A c t i o n   A d v e n t u r e   C o m e d y   R o m a n c e   T h r i l l e r
94864,Prometheus,noomirapace michaelfassbender charlizetheron idriselba ridleyscott A c t i o n   H o r r o r   S c i - F i   I M A X
51077,Ghost Rider,mattlong raquelalessi brettcullen peterfonda markstevenjohnson A c t i o n   F a n t a s y   T h r i l l e r
100,City Hall,alpacino johncusack bridgetfonda dannyaiello haroldbecker D r a m a   T h r i l l e r
1888,Hope Floats,sandrabullock harryconnickjr. genarowlands maewhitman forestwhitaker C o m e d y   D r a m a   R o m a n c e
172,Johnny Mnemonic,keanureeves dinameyer ice-t takeshikitano robertlongo A c t i o n   S c i - F i   T h r i l l e r
3841,Air America,melgibson robertdowneyjr. nancytravis kenjenkins rogerspottiswoode A c t i o n   C o m e d y
216,Billy Madison,adamsandler darrenmcgavin bridgettewilson-sampras bradleywhitford tamradavis C o m e d y
4366,Atlantis: The Lost Empire,"coreyburton claudiachristian michaelj.fox jamesgarner garytrousdale,kirkwise A d v e n t u r e   A n i m a t i o n   C h i l d r e n   F a n t a s y"
61024,Pineapple Express,sethrogen jamesfranco dannymcbride kevincorrigan davidgordongreen A c t i o n   C o m e d y   C r i m e
5989,Catch Me If You Can,leonardodicaprio tomhanks christopherwalken martinsheen stevenspielberg C r i m e   D r a m a
423,Blown Away,jeffbridges tommyleejones suzyamis lloydbridges stephenhopkins A c t i o n   T h r i l l e r
196,Species,benkingsley michaelmadsen alfredmolina forestwhitaker rogerdonaldson H o r r o r   S c i - F i
6539,Pirates of the Caribbean: The Curse of the Black Pearl,johnnydepp geoffreyrush orlandobloom keiraknightley goreverbinski A c t i o n   A d v e n t u r e   C o m e d y   F a n t a s y
1660,Eve's Bayou,jurneesmollett-bell meagangood lynnwhitfield samuell.jackson kasilemmons D r a m a
441,Dazed and Confused,jasonlondon joeylaurenadams millajovovich shawnandrews richardlinklater C o m e d y
1399,Marvin's Room,merylstreep leonardodicaprio dianekeaton robertdeniro jerryzaks D r a m a
5153,Trouble Every Day,vincentgallo triciavessey béatricedalle alexdescas clairedenis D r a m a   H o r r o r   T h r i l l e r
8917,Team America: World Police,treyparker mattstone kristenmiller masasamoyo treyparker A c t i o n   A d v e n t u r e   A n i m a t i o n   C o m e d y
3524,Arthur,russellbrand helenmirren gretagerwig jennifergarner jasonwiner C o m e d y   R o m a n c e
116823,The Hunger Games: Mockingjay - Part 1,jenniferlawrence joshhutcherson liamhemsworth woodyharrelson francislawrence A d v e n t u r e   S c i - F i   T h r i l l e r
27808,Spanglish,adamsandler téaleoni pazvega clorisleachman jamesl.brooks C o m e d y   D r a m a   R o m a n c e
8784,Garden State,zachbraff kennethgraymez georgec.wolfe austinlysy zachbraff C o m e d y   D r a m a   R o m a n c e
1973,Freddy's Dead: The Final Nightmare,robertenglund lisazane shongreenblatt lezliedeane racheltalalay H o r r o r
51540,Zodiac,jakegyllenhaal markruffalo anthonyedwards robertdowneyjr. davidfincher C r i m e   D r a m a   T h r i l l e r
7361,Eternal Sunshine of the Spotless Mind,jimcarrey katewinslet gerryrobertbyrne elijahwood michelgondry D r a m a   R o m a n c e   S c i - F i
741,Ghost in the Shell,scarlettjohansson pilouasbæk takeshikitano juliettebinoche rupertsanders A n i m a t i o n   S c i - F i
89,Nick of Time,johnnydepp courtneychase charless.dutton christopherwalken johnbadham A c t i o n   T h r i l l e r
539,Sleepless in Seattle,tomhanks rossmalinger ritawilson victorgarber noraephron C o m e d y   D r a m a   R o m a n c e
77561,Iron Man 2,robertdowneyjr. gwynethpaltrow doncheadle scarlettjohansson jonfavreau A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r   I M A X
432,City Slickers II: The Legend of Curly's Gold,billycrystal danielstern jonlovitz jackpalance paulweiland A d v e n t u r e   C o m e d y   W e s t e r n
74458,Shutter Island,leonardodicaprio markruffalo benkingsley maxvonsydow martinscorsese D r a m a   M y s t e r y   T h r i l l e r
69784,Brüno,sachabaroncohen gustafhammarsten cliffordbañagale chibunduorukwowu larrycharles C o m e d y
34162,Wedding Crashers,owenwilson vincevaughn christopherwalken rachelmcadams daviddobkin C o m e d y   R o m a n c e
3175,Galaxy Quest,timallen sigourneyweaver alanrickman tonyshalhoub deanparisot A d v e n t u r e   C o m e d y   S c i - F i
112,Rumble in the Bronx,jackiechan anitamui françoiseyip billtung stanleytong A c t i o n   A d v e n t u r e   C o m e d y   C r i m e
521,Romeo Is Bleeding,garyoldman wallacewood juliettelewis davidproval petermedak C r i m e   T h r i l l e r
6155,How to Lose a Guy in 10 Days,katehudson matthewmcconaughey kathrynhahn annieparisse donaldpetrie C o m e d y   R o m a n c e
2858,American Beauty,kevinspacey annettebening thorabirch wesbentley sammendes D r a m a   R o m a n c e
2692,Run Lola Run,frankapotente moritzbleibtreu herbertknaup ninapetri tomtykwer A c t i o n   C r i m e
49272,Casino Royale,danielcraig evagreen madsmikkelsen judidench martincampbell A c t i o n   A d v e n t u r e   T h r i l l e r
139855,Anomalisa,"davidthewlis jenniferjasonleigh tomnoonan dukejohnson,charliekaufman A n i m a t i o n   C o m e d y   F a n t a s y"
3273,Scream 3,lievschreiber bethtoussaint rogerjackson kellyrutherford wescraven C o m e d y   H o r r o r   M y s t e r y   T h r i l l e r
431,Carlito's Way,alpacino seanpenn penelopeannmiller johnleguizamo briandepalma C r i m e   D r a m a
3088,Harvey,wallaceford williamh.lynn victoriahorne jessewhite henrykoster C o m e d y   F a n t a s y
112852,Guardians of the Galaxy,chrispratt zoesaldana davebautista vindiesel jamesgunn A c t i o n   A d v e n t u r e   S c i - F i
3686,Flatliners,kiefersutherland juliaroberts kevinbacon williambaldwin joelschumacher H o r r o r   S c i - F i   T h r i l l e r
17,Sense and Sensibility,jamesfleet tomwilkinson harrietwalter katewinslet anglee D r a m a   R o m a n c e
115713,Ex Machina,domhnallgleeson aliciavikander oscarisaac sonoyamizuno alexgarland D r a m a   S c i - F i   T h r i l l e r
3510,Frequency,dennisquaid jimcaviezel shawndoyle elizabethmitchell gregoryhoblit D r a m a   T h r i l l e r
543,So I Married an Axe Murderer,mikemyers nancytravis anthonylapaglia amandaplummer thomasschlamme C o m e d y   R o m a n c e   T h r i l l e r
8810,AVP: Alien vs. Predator,sanaalathan raoulbova lancehenriksen ewenbremner paulw.s.anderson A c t i o n   H o r r o r   S c i - F i   T h r i l l e r
1414,Mother,hye-jakim wonbin goojin je-munyun joon-hobong C o m e d y
160,Congo,lauralinney dylanwalsh erniehudson timcurry frankmarshall A c t i o n   A d v e n t u r e   M y s t e r y   S c i - F i
102,Mr. Wrong,ellendegeneres billpullman joancusack deanstockwell nickcastle C o m e d y
1407,Scream,drewbarrymore rogerjackson kevinpatrickwalls davidbooth wescraven C o m e d y   H o r r o r   M y s t e r y   T h r i l l e r
1396,Sneakers,jomarr garyhershberger robertredford sidneypoitier philaldenrobinson A c t i o n   C o m e d y   C r i m e   D r a m a   S c i - F i
45722,Pirates of the Caribbean: Dead Man's Chest,johnnydepp orlandobloom keiraknightley jackdavenport goreverbinski A c t i o n   A d v e n t u r e   F a n t a s y
55820,No Country for Old Men,"tommyleejones javierbardem joshbrolin woodyharrelson ethancoen,joelcoen C r i m e   D r a m a"
904,Rear Window,jamesstewart gracekelly wendellcorey thelmaritter alfredhitchcock M y s t e r y   T h r i l l e r
380,True Lies,arnoldschwarzenegger jamieleecurtis tomarnold billpaxton jamescameron A c t i o n   A d v e n t u r e   C o m e d y   R o m a n c e   T h r i l l e r
61240,Let the Right One In,kårehedebrant linaleandersson perragnar henrikdahl tomasalfredson D r a m a   F a n t a s y   H o r r o r   R o m a n c e
450,With Honors,joepesci brendanfraser moirakelly patrickdempsey alekkeshishian C o m e d y   D r a m a
1603,Mimic,mirasorvino jeremynortham alexandergoodwin giancarlogiannini guillermodeltoro H o r r o r   S c i - F i   T h r i l l e r
64620,Frost/Nixon,franklangella michaelsheen samrockwell kevinbacon ronhoward D r a m a
117851,Penguins of Madagascar,"tommcgrath chrismiller christopherknights conradvernon ericdarnell,simonj.smith A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y"
7387,Dawn of the Dead,sarahpolley vingrhames jakeweber mekhiphifer zacksnyder A c t i o n   D r a m a   H o r r o r
1344,Cape Fear,robertdeniro nicknolte jessicalange juliettelewis martinscorsese C r i m e   D r a m a   T h r i l l e r
4308,Moulin Rouge,joséferrer zsazsagabor suzanneflon claudenollier johnhuston D r a m a   M u s i c a l   R o m a n c e
81562,127 Hours,jamesfranco katemara ambertamblyn seanbott dannyboyle A d v e n t u r e   D r a m a   T h r i l l e r
3783,Croupier,cliveowen nickreding nicholasball alexandermorton mikehodges C r i m e   D r a m a
5072,Metropolis,alfredabel gustavfröhlich rudolfklein-rogge fritzrasp fritzlang A n i m a t i o n   S c i - F i
